0	0	167
17	1	23
1641	670	126
36	0	157
14	6	52
138	0	388
0	1	0
143	2	8
344	50	55
889	26	111
907	4	20
99	8	72
405	288	3
29	3	4
0	88	185
0	128	2
405	10	67
83	2	32
3	0	0
0	9	44
32	36	443
392	46	16
293	0	1144
5	0	11
474	3	65
0	1	1
100	3	34
6	2	1
2955	13	20
2	0	3
5	0	10
269	1	1
92	113	70
385	592	0
14772	3233	10
17	1	2
141	1	231
1870	106	0
19	1	11
86	112	0
0	1	5
9	1	0
7570	21	8
976	2	3
201	0	10
52	30	33
835	23	901
51	6	26
1876	140	581
29	4	4
152	1	11
89	3	78
442	81	7
536	13	58
885	0	24
385	3	3
0	16	0
0	0	4
387	3	32
259	13	21
291	3	30
0	0	0
51	3	0
4	137	41
91	40	8
1723	11	26
322	0	1
0	0	7
7	0	165
43	17	1
315	8	33
31	1	2
0	2	1
10145	359332	43
86	5	50
1693	55	0
264	4	75
104	0	8
3365	976	4173
424	2	0
0	0	0
322	115	329
75	0	1
1223	5	37
4890	23	779
13036	1	13
17	1	61
53	0	72
795	4	29
34	0	0
9	3	13
59	0	3
1241	4	537
232	0	0
1083	9	6
6	4	4
522	3	45
784	1789	1000
638	11	0
339	0	1
125	2	180
1	8	79
7	10	188
43	0	0
103	8	11
83	0	0
347	3	178
109	1	0
24	3	2
2	0	2
833	83	241
4275	1232	368
340	0	4
19	3	32
3	0	35
295	5	24
1230	14	67
5	0	0
122	17	0
305	0	100
0	0	0
563	45	70
4173	9	349
385	84	40
1234	967	146
448	13	226
29	1	0
187	20	6
293	42	20
475	3	50
40	235	157
387	12	32
42	6	25
4	0	187
179	1	0
1582	58	637
34	38	24
1017	815	84
387	0	13
257	205	4
0	0	1
7	2	3
355	3	5
126	0	26
1713	23	66
107	6	11
114	0	8
28	5	10
29	3	75
1	0	18
75	1	0
271	2	83
704	22	27
1202	54	147
206	6	9
19	0	0
270	30	84
2	0	1
546	5	21
244	1	42
1	0	1
2219	118	726
59	12	16
7079	24128	4455
235	6	738
0	1	0
56	4	0
1828	990	459
4299	3	42
66	8	433
563	1	74
0	0	0
253	10	12
0	529	137
314	87	106
0	0	10
31	0	1
154	5	105
13	5	132
338	9	215
223	4	16
100	0	0
325	0	32
97	2	3
2785	4	399
324	18	23
73	1	2742
522	109	49
0	14	155
7240	6397	3150
554	24	0
2	0	7
7	12	8
155	19	1552
0	0	0
76	2	2122
7	3	2
1	2	6
33	0	0
224	5	1
296	0	12
101	8	65
0	3	14
1116	17	1
453	0	60
30	2	13
478	38	33
21	1	20
1039	0	2
4	0	896
965	6	40
10	0	0
164	1	24
88	4	130
106	2	58
176	1	787
1	0	15
302	8	17
85	78	38
22	0	9
2	4	3
9923	106	1002
108	14	86
54	13	8
116	5	4
103	62	5
322	88	6
0	3	0
79	0	0
12	66	0
21	0	26
1431	2	84
513	18	52
1217	11	153
36	32	212
2441	15	7
251	24	148
317	3	311
1224	87	51
1122	247	120
20	0	0
6	4	0
13	4	2
8	176	0
162	0	38
102	258	906
1034	0	2
84	5	0
345	1	15
163	0	2
3	1	1
50	0	2
64	1	127
8	1	2
279	8	7
339	72	53
4569	14	5347
1509	45	625
1136	0	2
2	1	108
3448	173	538
303	5	12
230	2	122
165	0	353
101	3	10
492	3	30
234	2	58
3	0	7
44	1	82
0	0	1
1833	116	72
1278	253	31
300	7	30
165	0	20
130	0	1
29	7	40
57	9	2
221	4	19
92	6	12
690	1753	68123
305	52	18
167	8	3
2726	21564	10
9	0	220
643	0	9
662	16	16
0	0	0
10	0	0
108	44	1
97	5	4
959	8	76
0	0	1
0	0	0
3	104	29
1395	8	956
20	1	8
7245	373	185
66	16	8
177	1	8
292	1	9
848	3	597
0	0	0
33	9	4
16	2	1
93	1	1
289	1	11
102	0	1
2870	492	5674
1032	558	161
670	1	49
241	1	62
280	5	31
204	0	20
746	4	25
56	172	113
2	0	0
47	332	3571
218	32	0
247	29	2
117	14	48
1886	174	468
742	0	0
0	1	0
1355	0	107
153	0	95
0	1	10
110	2	14
3	0	0
4078	113	1189
176	0	157
35	5	9
14	0	1
3316	49	171
324	39	100
33	0	0
368	0	8
0	0	18
2052	20	128
6344	18	961
145	0	11
201	3	131
1992	12	12
2	1	0
791	5	45
113	35	0
43	0	2
99	10	927
1424	30	105
160	212	33
0	0	6
1	25	55
1185	38	13
6	0	0
0	101	28
81	2	23
329	4	50
887	5	5
0	0	0
89	0	1
4615	226	390
413	7	55
235	7	9
78	0	2
114	3	2
578	6	56
9	0	11
211	0	164
2	2	1
102	21	173
15	4	3
41	0	16
202	1	10
214	2	17
63	12	1
19	6	17
140	16	20
128	7	14
133	0	500
350	3	0
0	84	990
3	0	17
133	213	264
7	50	22
712	5	10
66	4	36
407	2284	36
17	31	13
2	0	5
90	9	6
7	0	0
239	6	9
353	0	32
450	18	30
1607	1	195
36	2	9
3	2	44
394	1	39
4	0	3
133	779	275
21	0	5
15	0	0
406	207	95
260	29	342
0	3	1
35	2	13
626	90	81
154	240	419
204	730	15
191	3	9
21525	5837	76177
66	2	4
38	0	5
136	2	53
196	5	33
0	1	0
136	8	71
94	0	0
82	4	26
295	0	6
793	152	39
66	1	3
69	3	29
353	18	14
40	0	0
144	0	158
3	0	11
434	1	9
4	6	192
1194	0	17
138	4	0
87	73	25
18	0	11
233	0	16
76	8	1
14	6	931
6859	465	182
0	0	1
47	271	137
25	6	33
4	3	19
8687	11	355
0	3	2778
104	0	29
3336	8	142
0	1	2
964	4	28
125	45	28
69	9	23
0	0	2
501	16	81
1520	10	1105
127	1	9
24	1	6
2	0	0
323	3	90
274	2	304
40	2	33
1847	3	213
41	0	9
1	151	2
305	3	22
27	0	80
10269	165	19
1565	8	37
173	2	5
0	5	16
48	0	5
597	17	72
146	17	8
12445	8	292
11522	9	279
18323	14	741
270	0	0
287	6	15
3	0	0
78	1	9
130	0	13
8	0	0
69	0	7
0	0	0
52	3	5
1658	6	100
110	1	7
0	0	1
67	2	3
15	26	12
208	5	263
1147	3	28
0	0	7
258	23	50
807	628	846
1	0	1
757	6	48
7483	87	892
18	0	3
2	14	0
168	1	6
17	1	5
323	11	61
1	42	9
7	0	479
107	2	10
405	5	10
61	0	5
59	409	42
159	13	28
1	0	0
295	1	112
0	728	41
95	421	253
714	222	44
14	0	13
36	5	12
36	11	14
12	0	5
24	5	6
5715	30	274
1	0	2
21	16	4
1618	416	400
568	0	4
17	0	1
1648	14	154
36271	48	4796
20858	183753	272
10	1	51
88	87	0
41	0	4
359	5	178
114	7	45
596	5	34
1002	5	95
0	0	0
0	0	0
164	36	55
0	1	0
50	0	4
832	2	119
676	174953	0
0	7	31
1946	0	0
0	11	0
981	24	14
31	1	1
1668	240	2028
1191	10	57
622	1	13
1399	39	77
177	4	158
143	2	7
22	176	19
198	3	47
42	3	18
491	4	36
174	0	9
2184	40	386
3145	1	0
172	2	6
10175	16	224819
30	2	24
2664	19	552
58	8	436
0	50	24
10558	135	87
15	14	2
180	1009	289
15	45	12
218	383	51
1164	14	288
30377	802	8326
744	89	25
597	120	6
1341	11	146
5748	3	123
35	5	118
2981	8	2096
75	11	81
79940	488850	327755
621	29	21
228	3442	300
291	1	75
110	280	87
4871	4	5
263	23	27
4956	40	171
3341	21774	181
120	1	44
148	1	4
160	6	33
12	1	0
205	175	130
170	3	60
1181	128	33
630	336	146
918	3	182
28	17	0
180	27	0
429	11809	483
16	132	16
171	5	16
152	11	28
268	22	40
3	2	16326
2715	513	109
37	95	3085
2736	23	159
1207	595	68
7	2	22
60	10	2
316	29	505
222	18	17
761	10	53
94	212	3
45	3	48
43	27	34
55	463	23
797	229	146
2	0	114
143	1	27
80	7	8
15	2	1
0	0	53
12113	408	9
202	0	128
73	38	8
1527	454	1490
54	26	255
5398	1235	64
157	30	56
5	0	2
210	37	4304
1994	11650	310
31922	28886	200992
2156	54	9860
33358	17	937
594	3	702
102	23	11
153	38	166
418	411795	0
135	100	40
6874	75	55
336	63119	38
3640	172	7506
329	192	306
165	5358	76
129	29	18
605	459	63
3483	1807	11588
83	1866	10
7	1	29
7631	244	71312
92204	863	6261
1468	31	5344
333	4	54
149	95	13
564	457	137
81	5	2
994	115	254
611	59	4522
729	47	5624
308	29	4512
6285	1207	1484
37	3	1494
6494	17359	6429
8888	272	503
4508	828	11677
678	317	720
544	26179	6655
